attraction,username,city,country,contribution,title,month,year,review,rating
Asian Art Museum,Paul H,Brighton,UK5,0,Terra Cotta Warriors Exhibition,May,2013,"I visited at 11 am on Tuesday 7th May 2013. Had to queue outside for about 15 minutes. Got to the front door to be told by a security guard I would be subject to search, stepping inside there was no search just another queue to pay the $20 (Thursday after 5pm just $10). 4 bored looking staff members to choose from, only 1 of whom was able to process credit card transactions. United Airlines sponsoring couldnt they have given a few of there airline check in ticket machines to speed up the process ? Given an inferior looking ticket and sticky label which I was asked to wear for security purposes and a large double sided map showing the layout of the whole museum. Great shame no pin to buy to wear saying the phrase ""I've seen the Terra Cotta Warriors"". Free guided tours take place every 2 hours for which you have to sign up for, you are able to purchase for a further $5 a multi media headset, but no cinema presentation giving the background to the exhibition. A dvd about the background was available to buy in the shop, why couldnt that have been used ? No picture postcards to buy in the shop. No guide book available either. Exhibition itself is contained in 2 blackened out rooms, these are quite small rooms and hence when crowded, didnt see any crowd control, gets a bit cosy. If you dont' purchase the multi media headset there is no alternative descriptions of the objects your are looking at, if there was within the room lighting I did not see them. I was disappointed that the layout was so crowded and a little extra thought on the displays could have made this exhibition so much better. The flags hanging on certain lamposts around SF advertising the exhibition, dont contain address of the museum not a web site link.",2.0
Asian Art Museum,Kurt S,None,None,New Jersey40,Terracota Warriors...,Apr,2013,"Lot of hoopla about this exhibit. I really didn't think there was too much to see. There are three exhibit rooms, but really, the good stuff is in the first room. That's where the soldiers are. They and their story are impressive. There's just not a lot of it. Was left wanting more.",2.0
Asian Art Museum,travellingted,Wellington,New Zealand64,9,All I can say is Wow,A,visit,,5.0
Asian Art Museum,Begonia B,Santa Barbara,CA5,6,Well worth a visit,Nov,2020,I have been wanting to visit this museum for a long time and it didn't disappoint me. I liked all their collections in particular the Japanese collection.,5.0
Asian Art Museum,Pearson Lyverse,San Francisco,CA,4,Great Museum with changing exhibits,Aug,2019,"Museum covers at least 6,000 years of art & culture from across Asia. Great if you are in Civic Center/ Downtown",5.0
Asian Art Museum,geotech522,5,59,4,Great Museum for Asian Art,Feb,2020,"The Asian Art Museum is located in a very stately building that was formerly the City's Main Public Library in the Civic Center of San Francisco. Behind the doors of this impressive building is a collection of over 6,000 years of the most beautiful art from all over Asia. This museum has collections that cover the great civilizations of Asia. On the top (third) floor, the galleries feature South Asia, the Persian World and West Asia, Southeast Asia, the Himalayas and the Tibetian Buddhist World, and early China. The second floor continues with later China, Korea, and Japan. The first floor contains Special Exhibitions Gallery, a cafe and the Museum Store. The various collections are very comprehensive and contain some very precious exhibits. This one of the best museums of Asian Art in the US and the best on the West Coast.",5.0
Asian Art Museum,Yoshi,Nagasaki,Japan1,7,Beautiful Museum,May,2019,This is a fantastic museum located in the Civic Center. The specialty focus and surrounding areas were absolutely gorgeous.,5.0
Asian Art Museum,Hollie2324,Atlanta,GA7,9,So wonderful!,Jul,2019,San Francisco has so many museums it is easy to overlook this one. But don’t! Everything about it is inspiring! The building itself is gorgeous (now undergoing renovations) and the exhibits breath-takingly displayed. The serenity of rooms is stunning. We went specifically for special exhibit: “Japanese Tattoo/Woodblock Prints” and it was eye-opening and gorgeous. I often go to Asian just to have lunch in cafe. Sit outside and it is real treat. And gift shop is stunning. Great for gift buying. Can’t recommend enough,5.0
Asian Art Museum,alberto1947_09,Buenos Aires,Argentina26,2,importantes obras orientales,Mar,2019,"Museo que reúne obras de diversos países asiáticos, ordenado y elegante, no me ha parecido demasiado importante",4.0
Asian Art Museum,Jairo R,Shenzhen,China7,4,Great museum,Mar,2018,The Asian Art Museum is a great museum in San Francisco. It has a large variety of Asian art and it is all very interesting. You learn a lot about the different Asian cultures. It’s a very nice activity to do if you like art or are exploring San Francisco,4.0
Asian Art Museum,mharrsch,None,None,"Springfield, OR1,421",Tomb Treasures exhibit spectacular and enjoyed permanent collections too!,May,2017,"I have enjoyed visiting the Asian Art Museum on two previous occasions but I couldn't resist another trip there when I received a notice of the ""Tomb Treasures"" exhibit featuring artifacts from the Han Dynasty. As a Roman history enthusiast I am always thrilled to explore an exhibit about another culture from the same time period so I can compare their arts and technological development.",5.0
Asian Art Museum,WorldTravelerAtoZ,Sausalito,CA9,6,RIPOFF Admission Price !!!,Dec,2015,"Better museums in Hong kong, Shanghai, etc for a fraction of this museums cost.",1.0
Asian Art Museum,akamai1,San Francisco,CA9,7,Amazing Asian Art,Sep,2015,"A nice museum with a varied collection from China, India, Japan, Korea and other Asian countries. Close to Civic Center BART and Muni stations. They even have dim sum in the cafe if you want a different snack than the usual hot dogs or popcorn you find in most museums. The thing is the building does not have a hint of Asia from the outside nor in many of the interior finishes such as the main staircase. This is because this was originally the main library and when the new library was built right next door, the old one was recycled into the Asian Art museum. It's a pleasant way to spend a morning or afternoon. You can catch the highlights of the various collections and exhibitions in a couple of hours.",4.0
Asian Art Museum,Asian Art Museum,None,None,"Thank you for your support of the museum, happy to hear that you enjoyed your visit. Hope to see you again soon!",This response is the subjective opinion of the management representative and not of Tripadvisor LLC.,None,None,"San Mateo, CA58 contributions",2.0
Asian Art Museum,Fireplacedreams,None,None,14,No organization at all,May,2013,Don't go to the special exhibits here.,1.0
Asian Art Museum,Generic90,Spokane,WA9,6,An interesting museum marred by poor logistics and customer service,Mar,2013,"I visited the Asian Art Museum to see the special Terracotta Warriors exhibit (running through the end of May 2013) on a recent weekend. I had an off-day from a consulting project I am working on in the Bay Area, and the special exhibit was the sole reason for visiting.",3.0
Asian Art Museum,Brian K,None,None,San Francisco38,If you like endless Buddah statutes this is the place for your,It,seems,"Written November 4, 2012",1.0
Asian Art Museum,Sergey K,None,None,"Moscow, Russia41,234",Музей искусства Азии,Jan,2020,"До начала XXI-го века музей находился в другом месте. Но переехал в восстановленное здание Публичной библиотеки на Цивик-центр. Музей располагает около 18-и тысяч экспонатов искусства из Азии. У меня не было свободного времени для посещения музея, пришлось осмотреть здание снаружи.",4.0
Asian Art Museum,Roberto,Foster City,CA,9,Ho-Ri-Ble,Dec,2019,"It's not Asian. It is simply Indian and Japanese. I'm Chinese, and I think it's an outrage because there are barely any Chinese artifacts. No way, Don't visit unless you like Japan or India.",1.0
Asian Art Museum,richardlepere,Luxembourg City,Luxembourg2,6,Maginfique collection d'Art asiatique,Mar,2020,"Très beau musée, de magnifiques pièces chinoises et en plus gratuit le premier dimanche du mois. une très belle visite",5.0
Asian Art Museum,mini,None,None,"Fremont, CA175,387","Superb Asian Art Museum, San Francisco",Dec,2019,"We love to see the Asian art. The art is amazing. The galleries, which are on multiple floors, are nicely laid out. Its in the Civic Center area of San Francisco.",5.0
Asian Art Museum,IvanSusanin1613,Cleveland,OH20,1,A jewel in the city’s cultural crown,May,2019,"Unfortunately, the entire second floor was closed when we visited due to remodeling, which eliminated Japanese, Korean, and other cultures’ art, and apparently some of the Chinese art, too. But the Chinese, Tibetan, Indian, Persian, and Southeast Asian collections that were open were great! Just that one floor took up over two hours, and we had to rush through some of it. 😕 So give yourself enough time to appreciate all of the collections, especially when the rest of it reopens.",5.0
Asian Art Museum,Viktoriya K,Saskatoon,Canada38,7,Worth a visit,Jan,2019,"Educational and exciting experience of the US Asian culture in San Francisco, a part of its history and immigrant tapestry. The grand building with Atlants holding the structure, Golden details and the meaningful filling of every inch of the museum will definitely leave you with positive impression. There is also a snack bar with a good healthy selection of desserts and Asian cuisine. As well as a full classy restaurant for a memorable dining experience. Must visit on a tourist map.",5.0
Asian Art Museum,GlobalGypsy_13,None,None,"San Diego, CA2,688",OutSTANDing,Sep,2019,"Even with ongoing renovations, the AAM is outstanding. the current Naguchi/Hasegawa (Sept. 2019) exhibit is excellent as these 2 artist works are juxtapositioned. You can go into depth in their extensive permanent collection. The museum shop carries a large selection of Asian items and books. There is an outdoor market 1 block away and city paid parking under the plaza. I always go to the AAM when I visit family in the bay area.",5.0
